1.3412017167381974E-4 BBa_B0032 BBa_K177026 BBa_B0032 BBa_K177032
6.706008583690987E-4 BBa_B0034 BBa_C0070 BBa_B0010 BBa_B0012
1.3412017167381974E-4 BBa_B0010 BBa_B0012 BBa_I723020 BBa_B0034
5.36480686695279E-4 BBa_R0010 BBa_B0034 BBa_C0040 BBa_B0010
4.023605150214592E-4 BBa_C0012 BBa_B0034 BBa_E1010 BBa_B0010
1.3412017167381974E-4 BBa_K301000 BBa_K301005 BBa_K301003 BBa_K301005
2.682403433476395E-4 BBa_R0040 BBa_K123000 BBa_R0040 BBa_K123001
1.3412017167381974E-4 BBa_K316001 BBa_K316043 BBa_B0012 BBa_B0011
1.3412017167381974E-4 BBa_B0034 BBa_E0040 BBa_B0034 BBa_C0170
5.36480686695279E-4 BBa_B0010 BBa_B0012 BBa_K390018 BBa_J52008
1.3412017167381974E-4 BBa_B0012 BBa_K216005 BBa_B0034 BBa_E1010
1.3412017167381974E-4 BBa_K678024 BBa_K678033 BBa_K678036 BBa_K678040
1.3412017167381974E-4 BBa_K150106 BBa_B0010 BBa_K150100 BBa_B0012
1.3412017167381974E-4 BBa_K606061 BBa_K145001 BBa_K606061 BBa_E0040
1.3412017167381974E-4 BBa_K218000 BBa_B0010 BBa_B0012 BBa_R0040
1.3412017167381974E-4 BBa_B0034 BBa_C0056 BBa_B0010 BBa_B0012
1.3412017167381974E-4 BBa_K678027 BBa_K678036 BBa_K678040 BBa_K678046
1.3412017167381974E-4 BBa_B0012 BBa_R0040 BBa_B0034 BBa_K336012
4.023605150214592E-4 BBa_B0034 BBa_K331001 BBa_B0034 BBa_K249008
1.3412017167381974E-4 BBa_K228004 BBa_K228001 BBa_I719005 BBa_B0030
1.3412017167381974E-4 BBa_B0034 BBa_I15009 BBa_B0034 BBa_K225000
2.682403433476395E-4 BBa_R0011 BBa_B0032 BBa_J45017 BBa_B0010
5.36480686695279E-4 BBa_J15001 BBa_I742112 BBa_B0010 BBa_B0012
1.3412017167381974E-4 BBa_J23119 BBa_B0032 BBa_E0040 BBa_B0010
1.3412017167381974E-4 BBa_K395301 BBa_B0034 BBa_K082005 BBa_B0010
0.0012070815450643778 BBa_R0062 BBa_B0010 BBa_B0012 BBa_R0010
1.3412017167381974E-4 BBa_R0010 BBa_B0034 BBa_C0061 BBa_B0010
1.3412017167381974E-4 BBa_K624000 BBa_K624003 BBa_K624012 BBa_K624025
1.3412017167381974E-4 BBa_J61101 BBa_K656003 BBa_K656009 BBa_E0020
1.3412017167381974E-4 BBa_R0063 BBa_B0034 BBa_C0079 BBa_B0012
1.3412017167381974E-4 BBa_K624000 BBa_K624003 BBa_K624012 BBa_K624026
1.3412017167381974E-4 BBa_K352001 BBa_R0040 BBa_B0034 BBa_B0010
1.3412017167381974E-4 BBa_J23105 BBa_B0031 BBa_C0012 BBa_B0010
2.682403433476395E-4 BBa_B0030 BBa_C0079 BBa_B0010 BBa_B0012
2.682403433476395E-4 BBa_K174004 BBa_K302000 BBa_B0012 BBa_B0011
1.3412017167381974E-4 BBa_B0042 BBa_B0043 BBa_G00000 BBa_P1016
1.3412017167381974E-4 BBa_R0040 BBa_B0034 BBa_K343000 BBa_B0010
1.3412017167381974E-4 BBa_K362004 BBa_B0034 BBa_E0020 BBa_B0010
2.682403433476395E-4 BBa_B0010 BBa_B0010 BBa_R0010 BBa_B0034
1.3412017167381974E-4 BBa_K364153 BBa_K364166 BBa_K364310 BBa_K364166
1.3412017167381974E-4 BBa_J23104 BBa_B0031 BBa_C0012 BBa_B0010
1.3412017167381974E-4 BBa_K624000 BBa_K624003 BBa_K624012 BBa_K624033
2.682403433476395E-4 BBa_R0040 BBa_K118012 BBa_I742151 BBa_J15001
1.3412017167381974E-4 BBa_B0012 BBa_I714030 BBa_J01003 BBa_B0034
1.3412017167381974E-4 BBa_J01010 BBa_E0040 BBa_B0010 BBa_B0012
1.3412017167381974E-4 BBa_K300991 BBa_B0045 BBa_B0053 GBBa_G00100
1.3412017167381974E-4 BBa_K656003 BBa_K656009 BBa_E0020 BBa_B0010
1.3412017167381974E-4 BBa_B0032 BBa_K150105 BBa_K150002 BBa_K150106
4.023605150214592E-4 BBa_R0051 BBa_J23032 BBa_B0031 BBa_C0050
1.3412017167381974E-4 BBa_I714030 BBa_J01003 BBa_B0034 BBa_E0040
1.3412017167381974E-4 BBa_K537002 BBa_K537006 BBa_B0010 BBa_B0012
1.3412017167381974E-4 BBa_R0062 BBa_I746350 BBa_B0010 BBa_B0012
1.3412017167381974E-4 BBa_K143020 BBa_E1010 BBa_B0010 BBa_B0012
0.002145922746781116 BBa_R0011 BBa_B0034 BBa_C0061 BBa_B0010
1.3412017167381974E-4 BBa_B0010 BBa_B0012 BBa_I12007 BBa_B0034
1.3412017167381974E-4 BBa_B0010 BBa_B0012 BBa_R0073 BBa_B0034
1.3412017167381974E-4 BBa_B0025 BBa_R0079 BBa_B0032 BBa_C0079
1.3412017167381974E-4 BBa_K145015 BBa_B0010 BBa_B0012 BBa_B0012
1.3412017167381974E-4 BBa_K625004 BBa_G0002 BBa_P1002 BBa_G0004
0.0012070815450643778 BBa_K228000 BBa_B0010 BBa_B0012 BBa_K228008
1.3412017167381974E-4 BBa_C0053 BBa_B0034 BBa_K145015 BBa_J61048
1.3412017167381974E-4 BBa_B0011 BBa_K566038 BBa_K566037 BBa_K566036
2.682403433476395E-4 BBa_B0030 BBa_K1196009 BBa_B0010 BBa_B0012
1.3412017167381974E-4 BBa_B0012 BBa_R0011 BBa_B0034 BBa_E0040
1.3412017167381974E-4 BBa_K143012 BBa_K302031 BBa_K302034 BBa_B0012
5.36480686695279E-4 BBa_R0082 BBa_B0034 BBa_C0051 BBa_B0010
2.682403433476395E-4 BBa_J52034 BBa_K678020 BBa_K678019 BBa_K678021
1.3412017167381974E-4 BBa_I14033 BBa_B0034 BBa_E1010 BBa_B0010
1.3412017167381974E-4 BBa_I12006 BBa_B0032 BBa_K607015 BBa_K607008
1.3412017167381974E-4 BBa_I746364 BBa_B0034 BBa_C0051 BBa_B0010
1.3412017167381974E-4 BBa_B0034 BBa_K094142 BBa_K094014 BBa_R0010
1.3412017167381974E-4 BBa_J23100 BBa_B0034 BBa_C0040 BBa_B0010
2.682403433476395E-4 BBa_B0024 BBa_R0051 BBa_B0034 BBa_E1010
1.3412017167381974E-4 BBa_K143013 BBa_K143021 BBa_E1010 BBa_B0010
1.3412017167381974E-4 BBa_K188727 BBa_B0032 BBa_E0040 BBa_B0010
1.3412017167381974E-4 BBa_B1006 BBa_B1006 BBa_K143012 BBa_K836004
1.3412017167381974E-4 BBa_C0078 BBa_B1006 BBa_R0062 BBa_K395160
1.3412017167381974E-4 BBa_B0034 BBa_C0040 BBa_B0010 BBa_B0012.
4.023605150214592E-4 BBa_B0032 BBa_C0061 BBa_B0010 BBa_B0012
2.682403433476395E-4 BBa_B0034 BBa_C0061 BBa_K132000 BBa_B0034
5.36480686695279E-4 BBa_R0040 BBa_B0034 BBa_300002 BBa_K300077
2.682403433476395E-4 BBa_R0040 BBa_B0030 BBa_C0078 BBa_B1006
1.3412017167381974E-4 BBa_R0040 BBa_B0034 BBa_B0010 BBa_B0012
1.3412017167381974E-4 BBa_I712074 BBa_B0030 BBa_E1010 BBa_B1006
5.36480686695279E-4 BBa_B0034 BBa_J52008 BBa_B0010 BBa_B0012
4.023605150214592E-4 BBa_J23100 BBa_B0030 BBa_K566025 BBa_B0010
4.023605150214592E-4 BBa_R0071 BBa_B0034 BBa_C0061 BBa_B0034
2.682403433476395E-4 BBa_B0030 BBa_I15009 BBa_B0012 BBa_B0011
2.682403433476395E-4 BBa_R0062 BBa_I746352 BBa_B0010 BBa_B0012
2.682403433476395E-4 BBa_B0012 BBa_R0010 BBa_B0032 BBa_K228000
1.3412017167381974E-4 BBa_B0032 BBa_K398200 BBa_B0010 BBa_B0012
1.3412017167381974E-4 BBa_R0082 BBa_B0030 BBa_E0040 BBa_B1006
1.3412017167381974E-4 BBa_B0034 BBa_J23100 BBa_K356000 BBa_B0010
1.3412017167381974E-4 BBa_C0012 BBa_B0010 BBa_B0012 BBa_R0065
1.3412017167381974E-4 BBa_K143012 BBa_K302017 BBa_B0012 BBa_B0011
1.3412017167381974E-4 BBa_B0030 BBa_C0051 BBa_K607008 BBa_B0010
8.047210300429185E-4 BBa_300003 BBa_K300077 BBa_K125500 BBa_300076
2.682403433476395E-4 BBa_K185052 BBa_K185047 BBa_B0010 BBa_B0012
1.3412017167381974E-4 BBa_B0034 BBa_K590032 BBa_B0034 BBa_K590040
1.3412017167381974E-4 BBa_K313003 BBa_K313026 BBa_K313013 BBa_J44002
2.682403433476395E-4 BBa_J61100 BBa_K398001 BBa_J61100 BBa_K398002
1.3412017167381974E-4 BBa_K113010 BBa_R0040 BBa_B0034 BBa_C0056
1.3412017167381974E-4 BBa_B0034 BBa_K607015 BBa_K607008 BBa_B0010
1.3412017167381974E-4 BBa_B0030 BBa_K185049 BBa_B0010 BBa_B0012
1.3412017167381974E-4 BBa_C0078 BBa_B0034 BBa_K594002 BBa_B0034
1.3412017167381974E-4 BBa_B0034 BBa_K590032 BBa_B0034 BBa_K590041
2.682403433476395E-4 BBa_E0030 BBa_B0010 BBa_B0012 BBa_B1006
2.682403433476395E-4 BBa_B0034 BBa_K142000 BBa_B0010 BBa_B0012
2.682403433476395E-4 BBa_B0030 BBa_E1010 BBa_J23119 BBa_B0030
2.682403433476395E-4 BBa_B0012 BBa_J23100 BBa_B0030 BBa_K566028
2.682403433476395E-4 BBa_K390017 BBa_I712019 BBa_B0010 BBa_B0012
2.682403433476395E-4 BBa_B0012 BBa_J23100 BBa_B0030 BBa_K566027
4.023605150214592E-4 BBa_K624000 BBa_K624003 BBa_K624012 BBa_K624007
1.3412017167381974E-4 BBa_K624000 BBa_K624003 BBa_K624012 BBa_K624006
1.3412017167381974E-4 BBa_K076003 BBa_K076004 BBa_K076005 BBa_K076006
1.3412017167381974E-4 BBa_B0012 BBa_J23100 BBa_B0030 BBa_K566025
2.682403433476395E-4 BBa_B0012 BBa_J23100 BBa_B0030 BBa_K566022
1.3412017167381974E-4 BBa_B0012 BBa_J23100 BBa_B0030 BBa_K566021
2.682403433476395E-4 BBa_B0030 BBa_E1010 BBa_J23119 BBa_B0034
1.3412017167381974E-4 BBa_J23100 BBa_J61101 BBa_K398005 BBa_J61107
1.3412017167381974E-4 BBa_B0012 BBa_K318514 BBa_K112805 BBa_K112806
1.3412017167381974E-4 BBa_B0034 BBa_K590032 BBa_B0034 BBa_K590034
1.3412017167381974E-4 BBa_K237019 BBa_B0034 BBa_K273006 BBa_B0034
2.682403433476395E-4 BBa_K566028 BBa_B0010 BBa_B0012 BBa_J23100
1.3412017167381974E-4 BBa_I718016 BBa_K318050 BBa_J44000 BBa_I718017
1.3412017167381974E-4 BBa_B0034 BBa_K590032 BBa_B0034 BBa_K590037
1.3412017167381974E-4 BBa_K590031 BBa_B0034 BBa_K590032 BBa_B0034
1.3412017167381974E-4 BBa_B0034 BBa_K590032 BBa_B0034 BBa_K590031
2.682403433476395E-4 BBa_K624000 BBa_K624003 BBa_K624012 BBa_K624008
1.3412017167381974E-4 BBa_K118023 BBa_B0034 BBa_C0040 BBa_B0010
1.3412017167381974E-4 BBa_K200000 BBa_B0034 BBa_K137113 BBa_B0010
1.3412017167381974E-4 BBa_B0034 BBa_K590032 BBa_B0034 BBa_K590039
2.682403433476395E-4 BBa_K256008 BBa_B0034 BBa_E0040 BBa_B0010
1.3412017167381974E-4 BBa_B0010 BBa_B0012 BBa_K228004 BBa_B0030
2.682403433476395E-4 BBa_J23100 BBa_B0030 BBa_C0079 BBa_B0010
1.3412017167381974E-4 BBa_B0010 BBa_B0012 BBa_K228004 BBa_B0031
1.3412017167381974E-4 BBa_B0010 BBa_B0012 BBa_K228004 BBa_B0032
2.682403433476395E-4 BBa_I732007 BBa_B0034 BBa_I732006 BBa_B0034
5.36480686695279E-4 BBa_K389000 BBa_B0010 BBa_B0010 BBa_K389003
1.3412017167381974E-4 BBa_B0010 BBa_B0012 BBa_K228004 BBa_B0033
1.3412017167381974E-4 BBa_B0010 BBa_B0012 BBa_K228004 BBa_B0034
1.3412017167381974E-4 BBa_R0073 BBa_B0034 BBa_C0072 BBa_B0010
1.3412017167381974E-4 BBa_B0034 BBa_K553001 BBa_B0010 BBa_B0012
1.3412017167381974E-4 BBa_K318514 BBa_J61047 BBa_B10066 BBa_J23100
1.3412017167381974E-4 BBa_K079019 BBa_B0034 BBa_C0012 BBa_B0034
1.3412017167381974E-4 BBa_B0010 BBa_B0012 BBa_I714030 BBa_J01003
1.3412017167381974E-4 BBa_J23119 BBa_K537000 BBa_K537005 BBa_B0010
1.3412017167381974E-4 BBa_B0010 BBa_B0012 BBa_R0040 BBa_C0065
2.682403433476395E-4 BBa_B0034 BBa_K602001 BBa_R0010 BBa_B0034
1.3412017167381974E-4 BBa_K564018 BBa_I732005 BBa_B0010 BBa_B0012
0.004023605150214592 BBa_C0012 BBa_B0010 BBa_B0012 BBa_R0011
5.36480686695279E-4 BBa_B0010 BBa_B0012 BBa_R0040 BBa_C0062
1.3412017167381974E-4 BBa_B0012 BBa_R0062 BBa_B0032 BBa_K176003
0.001072961373390558 BBa_C0012 BBa_B0010 BBa_B0012 BBa_R0010
8.047210300429185E-4 BBa_B0105 BBa_K365004 BBa_B0105 BBa_K365005
2.682403433476395E-4 BBa_B0105 BBa_K365004 BBa_B0105 BBa_K365004
1.3412017167381974E-4 BBa_K1162006 BBa_K844004 BBa_K844004 BBa_K844004
4.023605150214592E-4 BBa_R0082 BBa_B0034 BBa_E1010 BBa_B0034
1.3412017167381974E-4 BBa_K1051201 BBa_K1051003 BBa_K1051703 BBa_K1051105
4.023605150214592E-4 BBa_R0040 BBa_J23008 BBa_J23009 BBa_B0010
1.3412017167381974E-4 BBa_R0051 BBa_B0032 BBa_K518005 BBa_B0012
2.682403433476395E-4 BBa_J23109 BBa_J23032 BBa_C0012 BBa_B0010
4.023605150214592E-4 BBa_B0034 BBa_K185048 BBa_B0010 BBa_B0012
0.0013412017167381974 BBa_R0063 BBa_B0034 BBa_C0062 BBa_B0010
1.3412017167381974E-4 BBa_R0040 BBa_B0031 BBa_C0060 BBa_B0010
4.023605150214592E-4 BBa_J23118 BBa_B0034 BBa_C0012 BBa_B0010
1.3412017167381974E-4 BBa_J23100 BBa_K360031 BBa_K360112 BBa_B0010
1.3412017167381974E-4 BBa_K339010 BBa_B0034 BBa_E0040 BBa_B0010
1.3412017167381974E-4 BBa_B0012 BBa_I746360 BBa_B0034 BBa_C0051
1.3412017167381974E-4 BBa_K305008 BBa_B0032 BBa_E0040 BBa_B0010
1.3412017167381974E-4 BBa_B0034 BBa_C0062 BBa_B0034 BBa_C0061
1.3412017167381974E-4 BBa_B0012 BBa_I723020 BBa_B0034 BBa_K676006
1.3412017167381974E-4 BBa_B0034 BBa_C0062 BBa_B0034 BBa_C0034
1.3412017167381974E-4 BBa_R0040 BBa_B0034 BBa_C0040 BBa_B0010
1.3412017167381974E-4 BBa_K143001 BBa_K143012 BBa_K143021 BBa_K143031
0.0024141630901287556 BBa_K228008 BBa_I13453 BBa_B0010 BBa_B0012
5.36480686695279E-4 BBa_B0030 BBa_K173017 BBa_B0010 BBa_B0012
1.3412017167381974E-4 BBa_K316002 BBa_K143012 BBa_K143021 BBa_K143031
1.3412017167381974E-4 BBa_R0040 BBa_B0033 BBa_C0056 BBa_B0010
2.682403433476395E-4 BBa_I725011 BBa_B0034 BBa_I72512 BBa_B0034
1.3412017167381974E-4 BBa_R0040 BBa_B0034 BBa_K398100 BBa_B0010
2.682403433476395E-4 BBa_B0012 BBa_K206000 BBa_B0034 BBa_K648028
2.682403433476395E-4 BBa_B0034 BBa_K769004 BBa_B0010 BBa_B0012
2.682403433476395E-4 BBa_C0051 BBa_B0030 BBa_E0040 BBa_B0010
1.3412017167381974E-4 BBa_B0034 BBa_C0051 BBa_B0032 BBa_E0040
1.3412017167381974E-4 BBa_K639002 BBa_B0034 BBa_C0012 BBa_B0010
2.682403433476395E-4 BBa_E1010 BBa_B0010 BBa_B0012 BBa_K606041
1.3412017167381974E-4 BBa_B0012 BBa_E0040 BBa_B0034 BBa_K113012
1.3412017167381974E-4 BBa_I712047 BBa_I718016 BBa_B0010 BBa_B0012
1.3412017167381974E-4 BBa_K090401 BBa_R0010 BBa_B0034 BBa_E1010
1.3412017167381974E-4 BBa_K152006 BBa_K152003 BBa_B0032 BBa_E0040
4.023605150214592E-4 BBa_B0032 BBa_K539711 BBa_B0032 BBa_K539712
1.3412017167381974E-4 BBa_J23100 BBa_J61100 BBa_K398003 BBa_J61100
1.3412017167381974E-4 BBa_K362002 BBa_B0034 BBa_E0030 BBa_B0010
1.3412017167381974E-4 BBa_B0012 BBa_E0040 BBa_B0034 BBa_K113011
1.3412017167381974E-4 BBa_B0012 BBa_E0040 BBa_B0034 BBa_K113010
1.3412017167381974E-4 BBa_K678009 BBa_K678019 BBa_K678021 BBa_K678023
1.3412017167381974E-4 BBa_K313010 BBa_B0030 BBa_J61047 BBa_B0012
1.3412017167381974E-4 BBa_K747096 BBa_K1150004 BBa_K1150013 BBa_K1150002
1.3412017167381974E-4 BBa_B0034 BBa_K566011 BBa_B0034 BBa_K145015
1.3412017167381974E-4 BBa_K364123 BBa_K364167 BBa_K364143 BBa_K364167
1.3412017167381974E-4 BBa_B0034 BBa_K539711 BBa_B0034 BBa_K539712
1.3412017167381974E-4 BBa_B0010 BBa_B0012 BBa_J23106 BBa_B0032
2.682403433476395E-4 BBa_K747096 BBa_K1150004 BBa_K1150013 BBa_K1150001
1.3412017167381974E-4 BBa_J61046 BBa_K576002 BBa_B0010 BBa_B0012
1.3412017167381974E-4 BBa_R0071 BBa_K092800 BBa_B0010 BBa_B0012
1.3412017167381974E-4 BBa_K554001 BBa_E0040 BBa_K554002 BBa_B0012
1.3412017167381974E-4 BBa_K566009 BBa_R0074 BBa_B0034 BBa_K566008
1.3412017167381974E-4 BBa_J23119 BBa_K329042 BBa_P1003 BBa_B0010
1.3412017167381974E-4 BBa_R0010 BBa_B0034 BBa_K147002 BBa_B0010
1.3412017167381974E-4 BBa_B0034 BBa_C0062 BBa_C0012 BBa_B0010
1.3412017167381974E-4 BBa_K1150000 BBa_K1150013 BBa_K1150005 BBa_K1150010
0.0012070815450643778 BBa_J23100 BBa_K299107 BBa_J61100 BBa_K299802
2.682403433476395E-4 BBa_J23100 BBa_K299107 BBa_J61100 BBa_K299804
5.36480686695279E-4 BBa_B0034 BBa_C0012 BBa_B0034 BBa_C0062
4.023605150214592E-4 BBa_B0034 BBa_K273006 BBa_B0034 BBa_K273005
1.3412017167381974E-4 BBa_B0034 BBa_C0012 BBa_B0034 BBa_C0061
6.706008583690987E-4 BBa_I13453 BBa_B0034 BBa_I15008 BBa_B0034
2.682403433476395E-4 BBa_R0010 BBa_J61107 BBa_K228000 BBa_B0010
1.3412017167381974E-4 BBa_B0012 BBa_J23119 BBa_B0034 BBa_K256008
1.3412017167381974E-4 BBa_B0031 BBa_K607015 BBa_K607008 BBa_B0010
6.706008583690987E-4 BBa_B0012 BBa_J23119 BBa_B0034 BBa_I15010
2.682403433476395E-4 BBa_I742142 BBa_J15001 BBa_I742107 BBa_B0010
1.3412017167381974E-4 BBa_K1039015 BBa_K1039001 BBa_B0034 BBa_E1010
1.3412017167381974E-4 BBa_B0034 BBa_I719005 BBa_I719005 BBa_B0034
1.3412017167381974E-4 BBa_K541503 BBa_K541506 BBa_K541504 BBa_K541505
1.3412017167381974E-4 BBa_K371049 BBa_K371008 BBa_K371025 BBa_B0034
1.3412017167381974E-4 BBa_B0031 BBa_C0179 BBa_M0052 BBa_K607040
1.3412017167381974E-4 BBa_E1010 BBa_B0010 BBa_B0012 BBa_R1062
6.706008583690987E-4 BBa_B0030 BBa_K228000 BBa_B0010 BBa_B0012
2.682403433476395E-4 BBa_K115001 BBa_J52008 BBa_B0010 BBa_B0012
2.682403433476395E-4 BBa_B0012 BBa_B0011 BBa_B0030 BBa_J61047
1.3412017167381974E-4 BBa_K678006 BBa_K678019 BBa_K678021 BBa_K678023
1.3412017167381974E-4 BBa_K1150013 BBa_K1150006 BBa_K1150010 BBa_K1150012
1.3412017167381974E-4 BBa_B0034 BBa_E1010 BBa_R0010 BBa_R0010
4.023605150214592E-4 BBa_I746104 BBa_B0034 BBa_E1010 BBa_B0010
1.3412017167381974E-4 BBa_J23119 BBa_K329045 BBa_J23110 BBa_B0034
1.3412017167381974E-4 BBa_K208000 BBa_B0032 BBa_C0062 BBa_B0032
1.3412017167381974E-4 BBa_B0034 BBa_K331010 BBa_B0010 BBa_B0012
1.3412017167381974E-4 BBa_R0040 BBa_R0034 BBa_C0062 BBa_B0010
2.682403433476395E-4 BBa_K143021 BBa_K145001 BBa_K143021 BBa_E0040
1.3412017167381974E-4 BBa_B0012 BBa_K228004 BBa_B0032 BBa_K228000
1.3412017167381974E-4 BBa_K1150010 BBa_K1150065 BBa_K1150013 BBa_K1150001
1.3412017167381974E-4 BBa_K143012 BBa_K143021 BBa_K606034 BBa_B0010
1.3412017167381974E-4 BBa_B0032 BBa_K176003 BBa_B0010 BBa_B0012
1.3412017167381974E-4 BBa_B0034 BBa_K1104200 BBa_B0010 BBa_B0012
0.004291845493562232 BBa_C0051 BBa_B0010 BBa_B0012 BBa_R0051
1.3412017167381974E-4 BBa_K239005 BBa_B0034 BBa_E0040 BBa_B0010
1.3412017167381974E-4 BBa_JI719005 BBa_B0033 BBa_E0040 BBa_B0010
2.682403433476395E-4 BBa_K390017 BBa_K654059 BBa_B0010 BBa_B0012
0.0033530042918454937 BBa_B0010 BBa_B0012 BBa_R0051 BBa_B0034
2.682403433476395E-4 BBa_B0010 BBa_B0012 BBa_R0051 BBa_B0030
5.36480686695279E-4 BBa_B0010 BBa_B0012 BBa_R0051 BBa_B0031
5.36480686695279E-4 BBa_B0010 BBa_B0012 BBa_R0051 BBa_B0032
1.3412017167381974E-4 BBa_K135000 BBa_K135002 BBa_B0030 BBa_E0040
1.3412017167381974E-4 BBa_B0012 BBa_K143013 BBa_K143021 BBa_E0040
2.682403433476395E-4 BBa_J23106 BBa_M36000 BBa_M36050 BBa_M36010
1.3412017167381974E-4 BBa_B0012 BBa_R0078 BBa_B0034 BBa_C0061
0.0012070815450643778 BBa_R0010 BBa_B0034 BBa_E0040 BBa_B0010
5.36480686695279E-4 BBa_R0074 BBa_B0034 BBa_K116602 BBa_B0010
1.3412017167381974E-4 BBa_B0034 BBa_K638001 BBa_B0010 BBa_B0012
1.3412017167381974E-4 BBa_J23119 BBa_B0034 BBa_C0061 BBa_B0010
1.3412017167381974E-4 BBa_J23100 BBa_K356000 BBa_B0010 BBa_B0012
1.3412017167381974E-4 BBa_J23100 BBa_B0030 BBa_K142201 BBa_B0010
1.3412017167381974E-4 BBa_B0010 BBa_B0012 BBa_B0034 BBa_C0051
1.3412017167381974E-4 BBa_K143020 BBa_E0040 BBa_B0010 BBa_B0012
1.3412017167381974E-4 BBa_J23032 BBa_C0060 BBa_B0010 BBa_B0012
1.3412017167381974E-4 BBa_B0010 BBa_B0012 BBa_K143015 BBa_K143021
1.3412017167381974E-4 BBa_B0010 BBa_B0012 BBa_J23116 BBa_B0034
2.682403433476395E-4 BBa_K157004 BBa_B0105 BBa_B0105 BBa_K243001
1.3412017167381974E-4 BBa_B0030 BBa_C0078 BBa_B0034 BBa_K594002
2.682403433476395E-4 BBa_B0012 BBa_R0062 BBa_B0034 BBa_K283008
2.682403433476395E-4 BBa_R0079 BBa_B0030 BBa_E1010 BBa_J23119
1.3412017167381974E-4 BBa_K287003 BBa_K287004 BBa_R0040 BBa_B0034
4.023605150214592E-4 BBa_C0062 BBa_B0010 BBa_B0012 BBa_K658007
2.682403433476395E-4 BBa_C0062 BBa_B0010 BBa_B0012 BBa_K658008
1.3412017167381974E-4 BBa_K611025 BBa_B0034 BBa_E0040 BBa_B0010
1.3412017167381974E-4 BBa_J61100 BBa_K398100 BBa_B0010 BBa_B0012
1.3412017167381974E-4 BBa_K076009 BBa_K076010 BBa_K076011 BBa_K076012
1.3412017167381974E-4 BBa_I0500 BBa_B0010 BBa_B0012 BBa_E0040
4.023605150214592E-4 BBa_C0062 BBa_B0010 BBa_B0012 BBa_K658006
1.3412017167381974E-4 BBa_B0012 BBa_K188727 BBa_B0032 BBa_E0040
1.3412017167381974E-4 BBa_B0034 BBa_K875002 BBa_B0031 BBa_K314200
4.023605150214592E-4 BBa_B0030 BBa_K566025 BBa_B0010 BBa_B0012
4.023605150214592E-4 BBa_R0011 BBa_B0034 BBa_C0079 BBa_B0010
1.3412017167381974E-4 BBa_B0012 BBa_K228004 BBa_B0033 BBa_K228000
6.706008583690987E-4 BBa_B0010 BBa_B0012 BBa_I13453 BBa_K132001
4.023605150214592E-4 BBa_B0032 BBa_J45004 BBa_B0010 BBa_B0012
1.3412017167381974E-4 BBa_K566027 BBa_B0010 BBa_B0012 BBa_J23100
1.3412017167381974E-4 BBa_J61122 BBa_B0040 BBa_M1369 BBa_B0010
