0.0 BBa_K195105
0.0 BBa_K676001
0.0 BBa_K611082
0.0 BBa_K305003
0.0 BBa_K676003
0.0 BBa_K305008
0.0 BBa_K305007
0.0 BBa_K195100
0.0 BBa_K284003
0.0 BBa_K284002
0.0 BBa_E1010
0.0 BBa_K220004
0.0 BBa_J61020
0.0 BBa_K511001
0.0 BBa_I746351
0.0 BBa_B1006
0.002336448598130841 BBa_K511000
0.0 BBa_I746350
0.004672897196261682 BBa_K511003
0.0 BBa_K511002
0.0 BBa_I746352
0.0 BBa_K094140
0.0 BBa_K624046
0.006230529595015576 BBa_J63006
0.00895638629283489 BBa_JI719005
0.0011682242990654205 BBa_J63005
0.0 BBa_K196002
0.0 BBa_K301005
0.0 BBa_K301000
0.002336448598130841 BBa_E0040
0.001557632398753894 BBa_K157011
0.0011682242990654205 BBa_K157012
0.0 BBa_G0001
0.0011682242990654205 BBa_K237019
0.0 BBa_K376003
0.0 BBa_K376002
0.0 BBa_K624038
0.0 BBa_K624033
0.0 BBa_K346002
0.0 BBa_J61046
0.06230529595015576 BBa_B0034
0.001557632398753894 BBa_K113009
0.0019470404984423676 BBa_B0033
0.0 BBa_J45992
0.0 BBa_K143033
0.0 BBa_K284027
0.010903426791277258 BBa_B0030
0.0 BBa_K143031
0.012850467289719626 BBa_B0032
0.0019470404984423676 BBa_B0031
0.0 BBa_G0012
0.0 BBa_r0040
0.0 BBa_I714030
0.0 BBa_K143036
0.0 BBa_K143037
0.0011682242990654205 BBa_K554001
0.0 BBa_K115001
0.0 BBa_K115002
0.0 BBa_K554000
0.0 BBa_K563003
0.0 BBa_B0047
0.0 BBa_K248002
0.0 BBa_K798014
0.011682242990654205 BBa_I13453
0.001557632398753894 BBa_K195200
0.0 BBa_K1015018
0.0 BBa_K611049
0.002336448598130841 BBa_K510000
0.0 BBa_K302003
0.0011682242990654205 BBa_K362000
0.0027258566978193145 BBa_K362001
0.0019470404984423676 BBa_I13458
0.001557632398753894 BBa_K362003
0.001557632398753894 BBa_K362002
0.001557632398753894 BBa_K362005
0.005841121495327103 BBa_K1150011
0.00895638629283489 BBa_K624000
0.001557632398753894 BBa_K362004
0.001557632398753894 BBa_K362006
0.0 BBa_K559001
0.0 BBa_I746100
0.0 BBa_K1015004
0.0 BBa_I746104
0.003115264797507788 BBa_K510012
0.0 BBa_K1015000
0.0 BBa_K199106
0.0 BBa_K393002
0.0 BBa_K612005
0.001557632398753894 BBa_J61101
0.0 BBa_J61100
0.0 BBa_K634008
0.0019470404984423676 BBa_K571004
0.0 BBa_I714891
0.0 BBa_K634005
0.0 BBa_J07009
0.0 BBa_C0079
0.0 BBa_K634000
0.0011682242990654205 BBa_J07007
0.007398753894080997 BBa_J61002
0.0 BBa_K302020
0.0 BBa_K590000
0.001557632398753894 BBa_300002
0.0 BBa_K316012
0.0 BBa_K316011
0.0 BBa_K341445
0.0 BBa_K814000
0.0 BBa_J01003
0.0 BBa_I716462
0.0 BBa_K365005
0.0 BBa_K814008
