0.0 BBa_K678036 BBa_K678040
0.0 BBa_K299801 BBa_J61101
0.0030332841449417936 BBa_B0012 BBa_I13453
0.0 BBa_K299801 BBa_J61100
0.0 BBa_J01010 BBa_E0040
0.0 BBa_K678036 BBa_K678042
0.0 BBa_B0034 BBa_K185049
0.0 BBa_B0034 BBa_K185048
0.0010657484833579275 BBa_B0030 BBa_J61047
0.0 BBa_K299801 BBa_J61107
0.0 BBa_K1051008 BBa_J63006
0.0 BBa_B0012 BBa_K091156
0.0 BBa_P1004 BBa_J61020
0.0 BBa_E0032 BBa_B0010
0.0 BBa_K678032 BBa_K678038
0.0 BBa_K364153 BBa_K364167
0.0 BBa_K678032 BBa_K678039
0.0 BBa_K364153 BBa_K364166
6.558452205279554E-4 BBa_K132000 BBa_B0034
8.198065256599442E-4 BBa_K1150000 BBa_K1150013
0.0 BBa_B0034 BBa_E2050
0.0 BBa_K678001 BBa_K678031
0.0 BBa_K091146 BBa_B0034
0.0 BBa_K609003 BBa_K609001
0.0 BBa_K510012 BBa_K510022
0.0 BBa_R0062 BBa_K112805
0.0 BBa_B0034 BBa_K112806
0.0 BBa_K362006 BBa_J54103
0.0 BBa_B0034 BBa_K190027
0.0 BBa_B0011 BBa_J23100
0.0 BBa_B0034 BBa_K112805
0.0 BBa_B0011 BBa_J23101
0.0 BBa_R0085 BBa_B0030
0.0 BBa_K118011 BBa_J52008
0.0 BBa_R0085 BBa_B0034
6.558452205279554E-4 BBa_K195200 BBa_B0010
0.0 BBa_B0032 BBa_K156012
0.0 BBa_K122010 BBa_K122003
0.0 BBa_K176037 BBa_J23100
0.0 BBa_B0032 BBa_K156010
0.0 BBa_K629002 BBa_K629005
0.0 BBa_I746364 BBa_B0034
0.0 BBa_K1092104 BBa_K1092002
0.0 BBa_K216005 BBa_J07009
0.0 BBa_J61101 BBa_J299804
0.0 BBa_I714030 BBa_J01003
8.198065256599442E-4 BBa_K648029 BBa_B0034
0.0 BBa_B0032 BBa_K156013
0.0 BBa_K314111 BBa_K314112
0.0 BBa_G0000 BBa_K302023
0.0 BBa_B0011 BBa_J23118
0.0 BBa_G0000 BBa_K302028
