1.0377750103777501E-4 BBa_R0011 BBa_B0034 BBa_K145015
1.0377750103777501E-4 BBa_R0010 BBa_B0030 BBa_K191009
8.302200083022001E-4 BBa_K143021 BBa_J31005 BBa_B0010
1.0377750103777501E-4 BBa_K360023 BBa_B0034 BBa_C0051
6.226650062266501E-4 BBa_B0010 BBa_B0012 BBa_R0082
7.264425072644251E-4 BBa_B0034 BBa_K389001 BBa_J23110
1.0377750103777501E-4 BBa_J23103 BBa_B0034 BBa_C0051
1.0377750103777501E-4 BBa_B0012 BBa_I718017 BBa_B0030
1.0377750103777501E-4 BBa_R0011 BBa_B0032 BBa_K518005
1.0377750103777501E-4 BBa_K216005 BBa_J15001 BBa_I712019
3.1133250311332503E-4 BBa_K273006 BBa_B0034 BBa_K273005
1.0377750103777501E-4 BBa_B0034 BBa_C0179 BBa_M0052
1.0377750103777501E-4 BBa_J22126 BBa_B0034 BBa_E1010
1.0377750103777501E-4 BBa_J23111 BBa_B0034 BBa_I746100
1.0377750103777501E-4 DBBa_B0033 BBa_G0012 BBa_M31992
1.0377750103777501E-4 BBa_J299802 BBa_E0040 BBa_K299801
3.1133250311332503E-4 BBa_J23105 BBa_B0030 BBa_C0061
1.0377750103777501E-4 BBa_R0010 BBa_B0030 BBa_K191006
2.0755500207555002E-4 BBa_J23102 BBa_B0032 BBa_K177010
1.0377750103777501E-4 BBa_J23118 BBa_K079040 BBa_B0034
2.0755500207555002E-4 BBa_K390017 BBa_K654063 BBa_B0010
1.0377750103777501E-4 BBa_K143012 BBa_K143021 BBa_K145001
3.1133250311332503E-4 BBa_B0010 BBa_B0012 BBa_R0078
2.0755500207555002E-4 BBa_K314200 BBa_B0010 BBa_B0012
5.188875051888751E-4 BBa_B0010 BBa_B0012 BBa_R0079
2.0755500207555002E-4 BBa_K1092101 BBa_K1092103 BBa_K1092004
2.0755500207555002E-4 BBa_K118002 BBa_I742156 BBa_I742157
1.0377750103777501E-4 BBa_K1092101 BBa_K1092103 BBa_K1092002
1.0377750103777501E-4 BBa_B0010 BBa_B0012 BBa_R0073
3.1133250311332503E-4 BBa_B0010 BBa_B0012 BBa_R0074
1.0377750103777501E-4 BBa_K390019 BBa_K208000 BBa_B0010
1.0377750103777501E-4 BBa_J23100 BBa_B0033 BBa_E0030
6.226650062266501E-4 BBa_J23106 BBa_B0034 BBa_C0012
1.0377750103777501E-4 BBa_R0040 BBa_B0034 BBa_K156010
1.0377750103777501E-4 BBa_K200000 BBa_B0034 BBa_K137113
0.0010377750103777502 BBa_B0010 BBa_B0012 BBa_R0071
1.0377750103777501E-4 BBa_K564010 BBa_B0010 BBa_B0012
7.264425072644251E-4 BBa_C0061 BBa_B0034 BBa_C0040
1.0377750103777501E-4 BBa_I766555 BBa_K106015 BBa_K106671
2.0755500207555002E-4 BBa_J23110 BBa_B0034 BBa_E0040
4.1511000415110004E-4 BBa_B0012 BBa_R0040 BBa_C0062
1.0377750103777501E-4 BBa_B0030 BBa_K543002 BBa_B0010
4.1511000415110004E-4 BBa_B0054 BBa_G00102 BBa_B0062
1.0377750103777501E-4 BBa_R0040 BBa_B0034 BBa_K515007
1.0377750103777501E-4 BBa_k091104 BBa_B0034 BBa_K105007
1.0377750103777501E-4 BBa_K145113 BBa_K245080 BBa_K245114
3.1133250311332503E-4 BBa_K152002 BBa_J15001 BBa_K118003
4.1511000415110004E-4 BBa_K195105 BBa_B0010 BBa_B0012
1.0377750103777501E-4 BBa_B0012 BBa_R0040 BBa_C0065
1.0377750103777501E-4 BBa_B0011 BBa_R0011 BBa_B0032
1.0377750103777501E-4 BBa_B0034 BBa_C0056 BBa_B0010
1.0377750103777501E-4 BBa_K747096 BBa_K1150010 BBa_k1150064
1.0377750103777501E-4 BBa_K564001 BBa_B0034 BBa_I732005
1.0377750103777501E-4 BBa_B0034 BBa_K538001 BBa_B0034
1.0377750103777501E-4 BBa_K283038 BBa_J61134 BBa_K283047
1.0377750103777501E-4 BBa_C0051 BBa_B0012 BBa_B0011
1.0377750103777501E-4 BBa_J23100 BBa_B0033 BBa_E0040
1.0377750103777501E-4 BBa_C0053 BBa_B0034 BBa_K145015
1.0377750103777501E-4 BBa_B0034 BBa_C0170 BBa_B0010
1.0377750103777501E-4 BBa_K371049 BBa_K371008 BBa_K371025
5.188875051888751E-4 BBa_K678036 BBa_K678040 BBa_K678046
1.0377750103777501E-4 BBa_J23119 BBa_K329043 BBa_J23110
1.0377750103777501E-4 BBa_B0032 BBa_K177026 BBa_B0034
2.0755500207555002E-4 BBa_B0032 BBa_K177026 BBa_B0032
2.0755500207555002E-4 BBa_B0030 BBa_E0030 BBa_B0010
1.0377750103777501E-4 BBa_B0032 BBa_K177026 BBa_B0030
1.0377750103777501E-4 BBa_K1150010 BBa_K1150064 BBa_K1150013
1.0377750103777501E-4 BBa_K143013 BBa_K143021 BBa_E0040
1.0377750103777501E-4 BBa_K1150010 BBa_K1150064 BBa_K1150010
1.0377750103777501E-4 BBa_K634000 BBa_K634001 BBa_B0030
1.0377750103777501E-4 BBa_K564018 BBa_I732005 BBa_B0010
2.0755500207555002E-4 BBa_C0061 BBa_B0034 BBa_C0062
1.0377750103777501E-4 BBa_K284027 BBa_B0034 BBa_J61047
1.0377750103777501E-4 BBa_J23103 BBa_B0034 BBa_C0061
3.1133250311332503E-4 BBa_B0030 BBa_K566028 BBa_B0010
1.0377750103777501E-4 BBa_R0062 BBa_B0034 BBa_K299806
1.0377750103777501E-4 BBa_K510012 BBa_R0040 BBa_B0034
1.0377750103777501E-4 BBa_R0062 BBa_J61100 BBa_K228000
2.0755500207555002E-4 BBa_K233004 BBa_B0030 BBa_E0040
1.0377750103777501E-4 BBa_B0012 BBa_K216005 BBa_B0030
8.302200083022001E-4 BBa_K115002 BBa_C0040 BBa_J61048
1.0377750103777501E-4 BBa_E0040 BBa_R0010 BBa_R0010
2.0755500207555002E-4 BBa_B0034 BBa_K223052 BBa_B0010
3.1133250311332503E-4 BBa_B0034 BBa_C0077 BBa_B0010
2.0755500207555002E-4 BBa_B0012 BBa_K216005 BBa_B0034
1.0377750103777501E-4 BBa_K118003 BBa_K152006 BBa_K152003
1.0377750103777501E-4 BBa_K316001 BBa_K316046 BBa_B0012
1.0377750103777501E-4 BBa_C0070 BBa_B0034 BBa_E0034
1.0377750103777501E-4 BBa_B0030 BBa_C0079 BBa_K607040
2.0755500207555002E-4 BBa_B0034 BBa_K602000 BBa_R0010
1.0377750103777501E-4 BBa_K541502 BBa_K541506 BBa_K541502
1.0377750103777501E-4 BBa_B0034 BBa_C0056 BBa_B0034
2.0755500207555002E-4 BBa_R0010 BBa_B0034 BBa_K228000
1.0377750103777501E-4 BBa_B0034 BBa_K199011 BBa_K199106
5.188875051888751E-4 BBa_K678019 BBa_K678021 BBa_K678023
1.0377750103777501E-4 BBa_K150100 BBa_B0032 BBa_K150105
1.0377750103777501E-4 BBa_K678013 BBa_K678014 BBa_K678012
3.1133250311332503E-4 BBa_C0062 BBa_K150100 BBa_B0010
1.0377750103777501E-4 BBa_K566009 BBa_R0074 BBa_B0034
1.0377750103777501E-4 BBa_K638003 BBa_B0010 BBa_B0012
3.1133250311332503E-4 BBa_K195400 BBa_K195410 BBa_B0010
2.0755500207555002E-4 BBa_K1088021 BBa_J15001 BBa_K1088000
2.0755500207555002E-4 BBa_J52034 BBa_K678020 BBa_K678019
2.0755500207555002E-4 BBa_300004 BBa_K300077 BBa_K125500
1.0377750103777501E-4 BBa_K1051306 BBa_k1051115 BBa_K1051004
1.0377750103777501E-4 BBa_B0033 BBa_C0012 BBa_B0034
1.0377750103777501E-4 BBa_K118028 BBa_B0034 BBa_C0040
2.0755500207555002E-4 BBa_K1088021 BBa_J15001 BBa_K1088003
1.0377750103777501E-4 BBa_B0034 BBa_K331010 BBa_B0010
1.0377750103777501E-4 BBa_J61122 BBa_B0040 BBa_M1369
1.0377750103777501E-4 BBa_R0065 BBa_B0034 BBa_K415122
1.0377750103777501E-4 BBa_R0065 BBa_B0034 BBa_K415123
1.0377750103777501E-4 BBa_R0065 BBa_B0034 BBa_K415121
1.0377750103777501E-4 BBa_K656004 BBa_B0010 BBa_B0012
3.1133250311332503E-4 BBa_R0079 BBa_B0030 BBa_E1010
1.0377750103777501E-4 BBa_K1015005 BBa_K880000 BBa_K1015006
0.0017642175176421752 BBa_K314110 BBa_J23100 BBa_B0034
1.0377750103777501E-4 BBa_J36837 BBa_K283009 BBa_B0010
3.1133250311332503E-4 BBa_K649100 BBa_B0030 BBa_E0040
3.1133250311332503E-4 BBa_K218001 BBa_B0010 BBa_B0012
4.1511000415110004E-4 BBa_R0051 BBa_B0030 BBa_C0062
1.0377750103777501E-4 BBa_B0034 BBa_K590059 BBa_K590060
1.0377750103777501E-4 BBa_K270005 BBa_K270000 BBa_B0030
4.1511000415110004E-4 BBa_B0012 BBa_K390018 BBa_J52008
1.0377750103777501E-4 BBa_R0065 BBa_B0034 BBa_K415125
1.0377750103777501E-4 BBa_K561001 BBa_B0032 BBa_K118028
1.0377750103777501E-4 BBa_R0065 BBa_B0034 BBa_K415124
1.0377750103777501E-4 BBa_K393001 BBa_B0010 BBa_B0012
1.0377750103777501E-4 BBa_K511003 BBa_J85600 BBa_K511100
1.0377750103777501E-4 BBa_K511003 BBa_J85600 BBa_K511103
0.0010377750103777502 BBa_K300077 BBa_K125500 BBa_300076
