1.7433751743375174E-4 BBa_I746350 BBa_B0010 BBa_B0012 BBa_I746360 BBa_B0034
1.7433751743375174E-4 BBa_K143020 BBa_E0040 BBa_B0010 BBa_B0012 BBa_K143002
1.7433751743375174E-4 BBa_I746350 BBa_B0010 BBa_B0012 BBa_I746360 BBa_B0030
5.230125523012552E-4 BBa_J23118 BBa_B0034 BBa_C0012 BBa_B0010 BBa_B0012
1.7433751743375174E-4 BBa_R0079 BBa_B0034 BBa_C0061 BBa_B0010 BBa_B0012
1.7433751743375174E-4 BBa_K152002 BBa_J15001 BBa_K118003 BBa_K152003 BBa_B0032
1.7433751743375174E-4 BBa_J23114 BBa_B0034 BBa_C0040 BBa_B0010 BBa_B0012
6.97350069735007E-4 BBa_R0010 BBa_K118012 BBa_I742151 BBa_J15001 BBa_K118002
5.230125523012552E-4 BBa_B0010 BBa_B0012 BBa_R0074 BBa_B0034 BBa_K116602
1.7433751743375174E-4 BBa_K185048 BBa_B0010 BBa_B0012 BBa_K185052 BBa_K185047
0.001394700139470014 BBa_B0012 BBa_R0040 BBa_B0034 BBa_C0051 BBa_B0010
1.7433751743375174E-4 BBa_B0030 BBa_K566025 BBa_B0010 BBa_B0012 BBa_R0073
1.7433751743375174E-4 BBa_K364153 BBa_K364166 BBa_K364310 BBa_K364166 BBa_K364310
0.0012203626220362621 BBa_R0051 BBa_B0034 BBa_J06504 BBa_B0010 BBa_B0012
1.7433751743375174E-4 BBa_K233307 BBa_I732005 BBa_E0040 BBa_B0010 BBa_B0012
1.7433751743375174E-4 BBa_B0030 BBa_C0179 BBa_K607040 BBa_B0010 BBa_B0012
3.486750348675035E-4 BBa_K091112 BBa_B0030 BBa_I15008 BBa_B0030 BBa_I15009
1.7433751743375174E-4 BBa_K206000 BBa_B0034 BBa_K538000 BBa_B0034 BBa_K538001
1.7433751743375174E-4 BBa_K206000 BBa_B0034 BBa_K538000 BBa_B0034 BBa_K538000
1.7433751743375174E-4 BBa_K091107 BBa_B0034 BBa_E1010 BBa_J23108 BBa_K376010
1.7433751743375174E-4 BBa_K208010 BBa_K1162007 BBa_K844004 BBa_K844004 BBa_K844004
5.230125523012552E-4 BBa_R0011 BBa_K132000 BBa_B0034 BBa_C0060 BBa_B0010
1.7433751743375174E-4 BBa_B0032 BBa_I746350 BBa_B0010 BBa_B0012 BBa_I746364
1.7433751743375174E-4 BBa_I0500 BBa_B0010 BBa_B0012 BBa_E0040 BBa_B0034
1.7433751743375174E-4 BBa_B0034 BBa_E1010 BBa_B0010 BBa_B0012 BBa_K362002
3.486750348675035E-4 BBa_K561001 BBa_B0032 BBa_E0030 BBa_B0034 BBa_C0040
1.7433751743375174E-4 BBa_B0034 BBa_E1010 BBa_B0010 BBa_B0012 BBa_K362005
3.486750348675035E-4 BBa_K091146 BBa_B0034 BBa_C0078 BBa_B0030 BBa_E0040
0.0012203626220362621 BBa_C0061 BBa_B0034 BBa_C0040 BBa_B0010 BBa_B0012
1.7433751743375174E-4 BBa_B0012 BBa_I732007 BBa_B0034 BBa_E0044 BBa_B0010
3.486750348675035E-4 BBa_E1010 BBa_B0034 BBa_C0040 BBa_B0010 BBa_B0012
3.486750348675035E-4 BBa_J23100 BBa_B0034 BBa_K648013 BBa_K648009 BBa_K648005
3.486750348675035E-4 BBa_J23100 BBa_B0034 BBa_K648013 BBa_K648009 BBa_K648006
1.7433751743375174E-4 BBa_I15008 BBa_B0034 BBa_I15009 BBa_B0034 BBa_K225000
1.7433751743375174E-4 BBa_R0062 B0032 BBa_E0040 BBa_B0010 BBa_B0012
1.7433751743375174E-4 BBa_B0010 BBa_B0012 BBa_J23109 BBa_J23078 BBa_K145014
1.7433751743375174E-4 BBa_K143020 BBa_J31005 BBa_B0010 BBa_B0012 BBa_K316002
3.486750348675035E-4 BBa_J23100 BBa_B0034 BBa_K648013 BBa_K648009 BBa_K648007
5.230125523012552E-4 BBa_C0062 BBa_B0010 BBa_B0012 BBa_R0040 BBa_C0062
